"Issue ID","Issue Type","Summary","Description","Steps to Reproduce","Expected Result","Priority","Labels","Component","Status","Test Type","Preconditions"
"VWO-TC-1856","Test","Session recording playback — case 56","Verify that session recordings play back correctly with all user interactions captured (scenario 56).","1. Go to Recordings
2. Select a session recording
3. Click Play
4. Verify mouse movements, clicks, and scrolls
5. Use playback controls","Recording plays back at configured speed. All interactions visible. Pause/play/seek controls work correctly.","Medium","recordings,playback,ux","Session Recordings","Done","Functional","User is logged in to app.vwo.com"
"VWO-TC-1857","Test","Session recording playback — case 57","Verify that session recordings play back correctly with all user interactions captured (scenario 57).","1. Go to Recordings
2. Select a session recording
3. Click Play
4. Verify mouse movements, clicks, and scrolls
5. Use playback controls","Recording plays back at configured speed. All interactions visible. Pause/play/seek controls work correctly.","Medium","recordings,playback,ux","Session Recordings","To Do","Functional","User is logged in to app.vwo.com"
"VWO-TC-1858","Test","Session recording playback — case 58","Verify that session recordings play back correctly with all user interactions captured (scenario 58).","1. Go to Recordings
2. Select a session recording
3. Click Play
4. Verify mouse movements, clicks, and scrolls
5. Use playback controls","Recording plays back at configured speed. All interactions visible. Pause/play/seek controls work correctly.","Medium","recordings,playback,ux","Session Recordings","Done","Functional","User is logged in to app.vwo.com"
"VWO-TC-1859","Test","Session recording playback — case 59","Verify that session recordings play back correctly with all user interactions captured (scenario 59).","1. Go to Recordings
2. Select a session recording
3. Click Play
4. Verify mouse movements, clicks, and scrolls
5. Use playback controls","Recording plays back at configured speed. All interactions visible. Pause/play/seek controls work correctly.","Medium","recordings,playback,ux","Session Recordings","To Do","Functional","User is logged in to app.vwo.com"
"VWO-TC-1860","Test","Session recording playback — case 60","Verify that session recordings play back correctly with all user interactions captured (scenario 60).","1. Go to Recordings
2. Select a session recording
3. Click Play
4. Verify mouse movements, clicks, and scrolls
5. Use playback controls","Recording plays back at configured speed. All interactions visible. Pause/play/seek controls work correctly.","High","recordings,playback,ux","Session Recordings","To Do","Functional","User is logged in to app.vwo.com"
"VWO-TC-1861","Test","Session recording playback — case 61","Verify that session recordings play back correctly with all user interactions captured (scenario 61).","1. Go to Recordings
2. Select a session recording
3. Click Play
4. Verify mouse movements, clicks, and scrolls
5. Use playback controls","Recording plays back at configured speed. All interactions visible. Pause/play/seek controls work correctly.","Critical","recordings,playback,ux","Session Recordings","In Progress","Functional","User is logged in to app.vwo.com"
"VWO-TC-1862","Test","Session recording playback — case 62","Verify that session recordings play back correctly with all user interactions captured (scenario 62).","1. Go to Recordings
2. Select a session recording
3. Click Play
4. Verify mouse movements, clicks, and scrolls
5. Use playback controls","Recording plays back at configured speed. All interactions visible. Pause/play/seek controls work correctly.","Low","recordings,playback,ux","Session Recordings","Done","Functional","User is logged in to app.vwo.com"
"VWO-TC-1863","Test","Session recording playback — case 63","Verify that session recordings play back correctly with all user interactions captured (scenario 63).","1. Go to Recordings
2. Select a session recording
3. Click Play
4. Verify mouse movements, clicks, and scrolls
5. Use playback controls","Recording plays back at configured speed. All interactions visible. Pause/play/seek controls work correctly.","Medium","recordings,playback,ux","Session Recordings","Done","Functional","User is logged in to app.vwo.com"
"VWO-TC-1864","Test","Session recording playback — case 64","Verify that session recordings play back correctly with all user interactions captured (scenario 64).","1. Go to Recordings
2. Select a session recording
3. Click Play
4. Verify mouse movements, clicks, and scrolls
5. Use playback controls","Recording plays back at configured speed. All interactions visible. Pause/play/seek controls work correctly.","High","recordings,playback,ux","Session Recordings","Done","Functional","User is logged in to app.vwo.com"
"VWO-TC-1865","Test","Session recording playback — case 65","Verify that session recordings play back correctly with all user interactions captured (scenario 65).","1. Go to Recordings
2. Select a session recording
3. Click Play
4. Verify mouse movements, clicks, and scrolls
5. Use playback controls","Recording plays back at configured speed. All interactions visible. Pause/play/seek controls work correctly.","Medium","recordings,playback,ux","Session Recordings","Done","Functional","User is logged in to app.vwo.com"
"VWO-TC-1866","Test","Session recording playback — case 66","Verify that session recordings play back correctly with all user interactions captured (scenario 66).","1. Go to Recordings
2. Select a session recording
3. Click Play
4. Verify mouse movements, clicks, and scrolls
5. Use playback controls","Recording plays back at configured speed. All interactions visible. Pause/play/seek controls work correctly.","Medium","recordings,playback,ux","Session Recordings","Done","Functional","User is logged in to app.vwo.com"
"VWO-TC-1867","Test","Session recording playback — case 67","Verify that session recordings play back correctly with all user interactions captured (scenario 67).","1. Go to Recordings
2. Select a session recording
3. Click Play
4. Verify mouse movements, clicks, and scrolls
5. Use playback controls","Recording plays back at configured speed. All interactions visible. Pause/play/seek controls work correctly.","Critical","recordings,playback,ux","Session Recordings","Done","Functional","User is logged in to app.vwo.com"
"VWO-TC-1868","Test","Session recording playback — case 68","Verify that session recordings play back correctly with all user interactions captured (scenario 68).","1. Go to Recordings
2. Select a session recording
3. Click Play
4. Verify mouse movements, clicks, and scrolls
5. Use playback controls","Recording plays back at configured speed. All interactions visible. Pause/play/seek controls work correctly.","Low","recordings,playback,ux","Session Recordings","In Progress","Functional","User is logged in to app.vwo.com"
"VWO-TC-1869","Test","Session recording playback — case 69","Verify that session recordings play back correctly with all user interactions captured (scenario 69).","1. Go to Recordings
2. Select a session recording
3. Click Play
4. Verify mouse movements, clicks, and scrolls
5. Use playback controls","Recording plays back at configured speed. All interactions visible. Pause/play/seek controls work correctly.","Critical","recordings,playback,ux","Session Recordings","Done","Functional","User is logged in to app.vwo.com"
"VWO-TC-1870","Test","Session recording playback — case 70","Verify that session recordings play back correctly with all user interactions captured (scenario 70).","1. Go to Recordings
2. Select a session recording
3. Click Play
4. Verify mouse movements, clicks, and scrolls
5. Use playback controls","Recording plays back at configured speed. All interactions visible. Pause/play/seek controls work correctly.","Medium","recordings,playback,ux","Session Recordings","In Progress","Functional","User is logged in to app.vwo.com"
"VWO-TC-1871","Test","Session recording playback — case 71","Verify that session recordings play back correctly with all user interactions captured (scenario 71).","1. Go to Recordings
2. Select a session recording
3. Click Play
4. Verify mouse movements, clicks, and scrolls
5. Use playback controls","Recording plays back at configured speed. All interactions visible. Pause/play/seek controls work correctly.","Medium","recordings,playback,ux","Session Recordings","Done","Functional","User is logged in to app.vwo.com"
"VWO-TC-1872","Test","Session recording playback — case 72","Verify that session recordings play back correctly with all user interactions captured (scenario 72).","1. Go to Recordings
2. Select a session recording
3. Click Play
4. Verify mouse movements, clicks, and scrolls
5. Use playback controls","Recording plays back at configured speed. All interactions visible. Pause/play/seek controls work correctly.","Medium","recordings,playback,ux","Session Recordings","In Progress","Functional","User is logged in to app.vwo.com"
"VWO-TC-1873","Test","Session recording playback — case 73","Verify that session recordings play back correctly with all user interactions captured (scenario 73).","1. Go to Recordings
2. Select a session recording
3. Click Play
4. Verify mouse movements, clicks, and scrolls
5. Use playback controls","Recording plays back at configured speed. All interactions visible. Pause/play/seek controls work correctly.","Low","recordings,playback,ux","Session Recordings","In Progress","Functional","User is logged in to app.vwo.com"
"VWO-TC-1874","Test","Session recording playback — case 74","Verify that session recordings play back correctly with all user interactions captured (scenario 74).","1. Go to Recordings
2. Select a session recording
3. Click Play
4. Verify mouse movements, clicks, and scrolls
5. Use playback controls","Recording plays back at configured speed. All interactions visible. Pause/play/seek controls work correctly.","Medium","recordings,playback,ux","Session Recordings","To Do","Functional","User is logged in to app.vwo.com"
"VWO-TC-1875","Test","Session recording playback — case 75","Verify that session recordings play back correctly with all user interactions captured (scenario 75).","1. Go to Recordings
2. Select a session recording
3. Click Play
4. Verify mouse movements, clicks, and scrolls
5. Use playback controls","Recording plays back at configured speed. All interactions visible. Pause/play/seek controls work correctly.","Medium","recordings,playback,ux","Session Recordings","Done","Functional","User is logged in to app.vwo.com"
"VWO-TC-1876","Test","Session recording playback — case 76","Verify that session recordings play back correctly with all user interactions captured (scenario 76).","1. Go to Recordings
2. Select a session recording
3. Click Play
4. Verify mouse movements, clicks, and scrolls
5. Use playback controls","Recording plays back at configured speed. All interactions visible. Pause/play/seek controls work correctly.","Medium","recordings,playback,ux","Session Recordings","In Progress","Functional","User is logged in to app.vwo.com"
"VWO-TC-1877","Test","Session recording playback — case 77","Verify that session recordings play back correctly with all user interactions captured (scenario 77).","1. Go to Recordings
2. Select a session recording
3. Click Play
4. Verify mouse movements, clicks, and scrolls
5. Use playback controls","Recording plays back at configured speed. All interactions visible. Pause/play/seek controls work correctly.","Medium","recordings,playback,ux","Session Recordings","To Do","Functional","User is logged in to app.vwo.com"
"VWO-TC-1878","Test","Session recording playback — case 78","Verify that session recordings play back correctly with all user interactions captured (scenario 78).","1. Go to Recordings
2. Select a session recording
3. Click Play
4. Verify mouse movements, clicks, and scrolls
5. Use playback controls","Recording plays back at configured speed. All interactions visible. Pause/play/seek controls work correctly.","Medium","recordings,playback,ux","Session Recordings","Done","Functional","User is logged in to app.vwo.com"
"VWO-TC-1879","Test","Session recording playback — case 79","Verify that session recordings play back correctly with all user interactions captured (scenario 79).","1. Go to Recordings
2. Select a session recording
3. Click Play
4. Verify mouse movements, clicks, and scrolls
5. Use playback controls","Recording plays back at configured speed. All interactions visible. Pause/play/seek controls work correctly.","Critical","recordings,playback,ux","Session Recordings","In Progress","Functional","User is logged in to app.vwo.com"
"VWO-TC-1880","Test","Session recording playback — case 80","Verify that session recordings play back correctly with all user interactions captured (scenario 80).","1. Go to Recordings
2. Select a session recording
3. Click Play
4. Verify mouse movements, clicks, and scrolls
5. Use playback controls","Recording plays back at configured speed. All interactions visible. Pause/play/seek controls work correctly.","Medium","recordings,playback,ux","Session Recordings","To Do","Functional","User is logged in to app.vwo.com"
"VWO-TC-1881","Test","Session recording playback — case 81","Verify that session recordings play back correctly with all user interactions captured (scenario 81).","1. Go to Recordings
2. Select a session recording
3. Click Play
4. Verify mouse movements, clicks, and scrolls
5. Use playback controls","Recording plays back at configured speed. All interactions visible. Pause/play/seek controls work correctly.","Critical","recordings,playback,ux","Session Recordings","Done","Functional","User is logged in to app.vwo.com"
"VWO-TC-1882","Test","Session recording playback — case 82","Verify that session recordings play back correctly with all user interactions captured (scenario 82).","1. Go to Recordings
2. Select a session recording
3. Click Play
4. Verify mouse movements, clicks, and scrolls
5. Use playback controls","Recording plays back at configured speed. All interactions visible. Pause/play/seek controls work correctly.","Critical","recordings,playback,ux","Session Recordings","In Progress","Functional","User is logged in to app.vwo.com"
"VWO-TC-1883","Test","Session recording playback — case 83","Verify that session recordings play back correctly with all user interactions captured (scenario 83).","1. Go to Recordings
2. Select a session recording
3. Click Play
4. Verify mouse movements, clicks, and scrolls
5. Use playback controls","Recording plays back at configured speed. All interactions visible. Pause/play/seek controls work correctly.","Medium","recordings,playback,ux","Session Recordings","To Do","Functional","User is logged in to app.vwo.com"
"VWO-TC-1884","Test","Session recording playback — case 84","Verify that session recordings play back correctly with all user interactions captured (scenario 84).","1. Go to Recordings
2. Select a session recording
3. Click Play
4. Verify mouse movements, clicks, and scrolls
5. Use playback controls","Recording plays back at configured speed. All interactions visible. Pause/play/seek controls work correctly.","High","recordings,playback,ux","Session Recordings","Done","Functional","User is logged in to app.vwo.com"
"VWO-TC-1885","Test","Session recording playback — case 85","Verify that session recordings play back correctly with all user interactions captured (scenario 85).","1. Go to Recordings
2. Select a session recording
3. Click Play
4. Verify mouse movements, clicks, and scrolls
5. Use playback controls","Recording plays back at configured speed. All interactions visible. Pause/play/seek controls work correctly.","Medium","recordings,playback,ux","Session Recordings","To Do","Functional","User is logged in to app.vwo.com"
"VWO-TC-1886","Test","Session recording playback — case 86","Verify that session recordings play back correctly with all user interactions captured (scenario 86).","1. Go to Recordings
2. Select a session recording
3. Click Play
4. Verify mouse movements, clicks, and scrolls
5. Use playback controls","Recording plays back at configured speed. All interactions visible. Pause/play/seek controls work correctly.","Medium","recordings,playback,ux","Session Recordings","In Progress","Functional","User is logged in to app.vwo.com"
"VWO-TC-1887","Test","Session recording playback — case 87","Verify that session recordings play back correctly with all user interactions captured (scenario 87).","1. Go to Recordings
2. Select a session recording
3. Click Play
4. Verify mouse movements, clicks, and scrolls
5. Use playback controls","Recording plays back at configured speed. All interactions visible. Pause/play/seek controls work correctly.","High","recordings,playback,ux","Session Recordings","In Progress","Functional","User is logged in to app.vwo.com"
"VWO-TC-1888","Test","Session recording playback — case 88","Verify that session recordings play back correctly with all user interactions captured (scenario 88).","1. Go to Recordings
2. Select a session recording
3. Click Play
4. Verify mouse movements, clicks, and scrolls
5. Use playback controls","Recording plays back at configured speed. All interactions visible. Pause/play/seek controls work correctly.","Medium","recordings,playback,ux","Session Recordings","Done","Functional","User is logged in to app.vwo.com"
"VWO-TC-1889","Test","Session recording playback — case 89","Verify that session recordings play back correctly with all user interactions captured (scenario 89).","1. Go to Recordings
2. Select a session recording
3. Click Play
4. Verify mouse movements, clicks, and scrolls
5. Use playback controls","Recording plays back at configured speed. All interactions visible. Pause/play/seek controls work correctly.","Low","recordings,playback,ux","Session Recordings","To Do","Functional","User is logged in to app.vwo.com"
"VWO-TC-1890","Test","Session recording playback — case 90","Verify that session recordings play back correctly with all user interactions captured (scenario 90).","1. Go to Recordings
2. Select a session recording
3. Click Play
4. Verify mouse movements, clicks, and scrolls
5. Use playback controls","Recording plays back at configured speed. All interactions visible. Pause/play/seek controls work correctly.","High","recordings,playback,ux","Session Recordings","In Progress","Functional","User is logged in to app.vwo.com"
"VWO-TC-1891","Test","Session recording playback — case 91","Verify that session recordings play back correctly with all user interactions captured (scenario 91).","1. Go to Recordings
2. Select a session recording
3. Click Play
4. Verify mouse movements, clicks, and scrolls
5. Use playback controls","Recording plays back at configured speed. All interactions visible. Pause/play/seek controls work correctly.","Medium","recordings,playback,ux","Session Recordings","To Do","Functional","User is logged in to app.vwo.com"
"VWO-TC-1892","Test","Session recording playback — case 92","Verify that session recordings play back correctly with all user interactions captured (scenario 92).","1. Go to Recordings
2. Select a session recording
3. Click Play
4. Verify mouse movements, clicks, and scrolls
5. Use playback controls","Recording plays back at configured speed. All interactions visible. Pause/play/seek controls work correctly.","Medium","recordings,playback,ux","Session Recordings","In Progress","Functional","User is logged in to app.vwo.com"
"VWO-TC-1893","Test","Session recording playback — case 93","Verify that session recordings play back correctly with all user interactions captured (scenario 93).","1. Go to Recordings
2. Select a session recording
3. Click Play
4. Verify mouse movements, clicks, and scrolls
5. Use playback controls","Recording plays back at configured speed. All interactions visible. Pause/play/seek controls work correctly.","Low","recordings,playback,ux","Session Recordings","In Progress","Functional","User is logged in to app.vwo.com"
"VWO-TC-1894","Test","Session recording playback — case 94","Verify that session recordings play back correctly with all user interactions captured (scenario 94).","1. Go to Recordings
2. Select a session recording
3. Click Play
4. Verify mouse movements, clicks, and scrolls
5. Use playback controls","Recording plays back at configured speed. All interactions visible. Pause/play/seek controls work correctly.","Medium","recordings,playback,ux","Session Recordings","To Do","Functional","User is logged in to app.vwo.com"
"VWO-TC-1895","Test","Session recording playback — case 95","Verify that session recordings play back correctly with all user interactions captured (scenario 95).","1. Go to Recordings
2. Select a session recording
3. Click Play
4. Verify mouse movements, clicks, and scrolls
5. Use playback controls","Recording plays back at configured speed. All interactions visible. Pause/play/seek controls work correctly.","High","recordings,playback,ux","Session Recordings","Done","Functional","User is logged in to app.vwo.com"
"VWO-TC-1896","Test","Session recording playback — case 96","Verify that session recordings play back correctly with all user interactions captured (scenario 96).","1. Go to Recordings
2. Select a session recording
3. Click Play
4. Verify mouse movements, clicks, and scrolls
5. Use playback controls","Recording plays back at configured speed. All interactions visible. Pause/play/seek controls work correctly.","High","recordings,playback,ux","Session Recordings","To Do","Functional","User is logged in to app.vwo.com"
"VWO-TC-1897","Test","Session recording playback — case 97","Verify that session recordings play back correctly with all user interactions captured (scenario 97).","1. Go to Recordings
2. Select a session recording
3. Click Play
4. Verify mouse movements, clicks, and scrolls
5. Use playback controls","Recording plays back at configured speed. All interactions visible. Pause/play/seek controls work correctly.","Medium","recordings,playback,ux","Session Recordings","Done","Functional","User is logged in to app.vwo.com"
"VWO-TC-1898","Test","Session recording playback — case 98","Verify that session recordings play back correctly with all user interactions captured (scenario 98).","1. Go to Recordings
2. Select a session recording
3. Click Play
4. Verify mouse movements, clicks, and scrolls
5. Use playback controls","Recording plays back at configured speed. All interactions visible. Pause/play/seek controls work correctly.","High","recordings,playback,ux","Session Recordings","In Progress","Functional","User is logged in to app.vwo.com"
"VWO-TC-1899","Test","Session recording playback — case 99","Verify that session recordings play back correctly with all user interactions captured (scenario 99).","1. Go to Recordings
2. Select a session recording
3. Click Play
4. Verify mouse movements, clicks, and scrolls
5. Use playback controls","Recording plays back at configured speed. All interactions visible. Pause/play/seek controls work correctly.","Medium","recordings,playback,ux","Session Recordings","Done","Functional","User is logged in to app.vwo.com"
"VWO-TC-1900","Test","Session recording playback — case 100","Verify that session recordings play back correctly with all user interactions captured (scenario 100).","1. Go to Recordings
2. Select a session recording
3. Click Play
4. Verify mouse movements, clicks, and scrolls
5. Use playback controls","Recording plays back at configured speed. All interactions visible. Pause/play/seek controls work correctly.","Medium","recordings,playback,ux","Session Recordings","Done","Functional","User is logged in to app.vwo.com"
"VWO-TC-1901","Test","Recording filter — case 1","Test filtering session recordings by duration, device, page visited, and rage clicks (scenario 1).","1. Navigate to Recordings
2. Apply filter: duration
3. Review results","Recordings filtered correctly. Count updates. Applied filters shown as tags. Clear filter works.","High","recordings,filter,segmentation","Session Recordings","Blocked","Functional","User is logged in to app.vwo.com"
"VWO-TC-1902","Test","Recording filter — case 2","Test filtering session recordings by duration, device, page visited, and rage clicks (scenario 2).","1. Navigate to Recordings
2. Apply filter: duration
3. Review results","Recordings filtered correctly. Count updates. Applied filters shown as tags. Clear filter works.","Medium","recordings,filter,segmentation","Session Recordings","Done","Functional","User is logged in to app.vwo.com"
"VWO-TC-1903","Test","Recording filter — case 3","Test filtering session recordings by duration, device, page visited, and rage clicks (scenario 3).","1. Navigate to Recordings
2. Apply filter: rage clicks
3. Review results","Recordings filtered correctly. Count updates. Applied filters shown as tags. Clear filter works.","Low","recordings,filter,segmentation","Session Recordings","In Progress","Functional","User is logged in to app.vwo.com"
"VWO-TC-1904","Test","Recording filter — case 4","Test filtering session recordings by duration, device, page visited, and rage clicks (scenario 4).","1. Navigate to Recordings
2. Apply filter: duration
3. Review results","Recordings filtered correctly. Count updates. Applied filters shown as tags. Clear filter works.","High","recordings,filter,segmentation","Session Recordings","To Do","Functional","User is logged in to app.vwo.com"
"VWO-TC-1905","Test","Recording filter — case 5","Test filtering session recordings by duration, device, page visited, and rage clicks (scenario 5).","1. Navigate to Recordings
2. Apply filter: dead clicks
3. Review results","Recordings filtered correctly. Count updates. Applied filters shown as tags. Clear filter works.","Critical","recordings,filter,segmentation","Session Recordings","To Do","Functional","User is logged in to app.vwo.com"
"VWO-TC-1906","Test","Recording filter — case 6","Test filtering session recordings by duration, device, page visited, and rage clicks (scenario 6).","1. Navigate to Recordings
2. Apply filter: rage clicks
3. Review results","Recordings filtered correctly. Count updates. Applied filters shown as tags. Clear filter works.","Medium","recordings,filter,segmentation","Session Recordings","In Progress","Functional","User is logged in to app.vwo.com"
"VWO-TC-1907","Test","Recording filter — case 7","Test filtering session recordings by duration, device, page visited, and rage clicks (scenario 7).","1. Navigate to Recordings
2. Apply filter: U-turns
3. Review results","Recordings filtered correctly. Count updates. Applied filters shown as tags. Clear filter works.","Low","recordings,filter,segmentation","Session Recordings","To Do","Functional","User is logged in to app.vwo.com"
"VWO-TC-1908","Test","Recording filter — case 8","Test filtering session recordings by duration, device, page visited, and rage clicks (scenario 8).","1. Navigate to Recordings
2. Apply filter: device
3. Review results","Recordings filtered correctly. Count updates. Applied filters shown as tags. Clear filter works.","Medium","recordings,filter,segmentation","Session Recordings","In Progress","Functional","User is logged in to app.vwo.com"
"VWO-TC-1909","Test","Recording filter — case 9","Test filtering session recordings by duration, device, page visited, and rage clicks (scenario 9).","1. Navigate to Recordings
2. Apply filter: device
3. Review results","Recordings filtered correctly. Count updates. Applied filters shown as tags. Clear filter works.","Low","recordings,filter,segmentation","Session Recordings","Done","Functional","User is logged in to app.vwo.com"
"VWO-TC-1910","Test","Recording filter — case 10","Test filtering session recordings by duration, device, page visited, and rage clicks (scenario 10).","1. Navigate to Recordings
2. Apply filter: dead clicks
3. Review results","Recordings filtered correctly. Count updates. Applied filters shown as tags. Clear filter works.","High","recordings,filter,segmentation","Session Recordings","To Do","Functional","User is logged in to app.vwo.com"
"VWO-TC-1911","Test","Recording filter — case 11","Test filtering session recordings by duration, device, page visited, and rage clicks (scenario 11).","1. Navigate to Recordings
2. Apply filter: dead clicks
3. Review results","Recordings filtered correctly. Count updates. Applied filters shown as tags. Clear filter works.","Medium","recordings,filter,segmentation","Session Recordings","Done","Functional","User is logged in to app.vwo.com"
"VWO-TC-1912","Test","Recording filter — case 12","Test filtering session recordings by duration, device, page visited, and rage clicks (scenario 12).","1. Navigate to Recordings
2. Apply filter: dead clicks
3. Review results","Recordings filtered correctly. Count updates. Applied filters shown as tags. Clear filter works.","High","recordings,filter,segmentation","Session Recordings","To Do","Functional","User is logged in to app.vwo.com"
"VWO-TC-1913","Test","Recording filter — case 13","Test filtering session recordings by duration, device, page visited, and rage clicks (scenario 13).","1. Navigate to Recordings
2. Apply filter: device
3. Review results","Recordings filtered correctly. Count updates. Applied filters shown as tags. Clear filter works.","Medium","recordings,filter,segmentation","Session Recordings","Blocked","Functional","User is logged in to app.vwo.com"
"VWO-TC-1914","Test","Recording filter — case 14","Test filtering session recordings by duration, device, page visited, and rage clicks (scenario 14).","1. Navigate to Recordings
2. Apply filter: duration
3. Review results","Recordings filtered correctly. Count updates. Applied filters shown as tags. Clear filter works.","Low","recordings,filter,segmentation","Session Recordings","Done","Functional","User is logged in to app.vwo.com"
"VWO-TC-1915","Test","Recording filter — case 15","Test filtering session recordings by duration, device, page visited, and rage clicks (scenario 15).","1. Navigate to Recordings
2. Apply filter: page URL
3. Review results","Recordings filtered correctly. Count updates. Applied filters shown as tags. Clear filter works.","Medium","recordings,filter,segmentation","Session Recordings","In Progress","Functional","User is logged in to app.vwo.com"
"VWO-TC-1916","Test","Recording filter — case 16","Test filtering session recordings by duration, device, page visited, and rage clicks (scenario 16).","1. Navigate to Recordings
2. Apply filter: device
3. Review results","Recordings filtered correctly. Count updates. Applied filters shown as tags. Clear filter works.","Medium","recordings,filter,segmentation","Session Recordings","Done","Functional","User is logged in to app.vwo.com"
"VWO-TC-1917","Test","Recording filter — case 17","Test filtering session recordings by duration, device, page visited, and rage clicks (scenario 17).","1. Navigate to Recordings
2. Apply filter: duration
3. Review results","Recordings filtered correctly. Count updates. Applied filters shown as tags. Clear filter works.","Low","recordings,filter,segmentation","Session Recordings","In Progress","Functional","User is logged in to app.vwo.com"
"VWO-TC-1918","Test","Recording filter — case 18","Test filtering session recordings by duration, device, page visited, and rage clicks (scenario 18).","1. Navigate to Recordings
2. Apply filter: U-turns
3. Review results","Recordings filtered correctly. Count updates. Applied filters shown as tags. Clear filter works.","Medium","recordings,filter,segmentation","Session Recordings","Done","Functional","User is logged in to app.vwo.com"
"VWO-TC-1919","Test","Recording filter — case 19","Test filtering session recordings by duration, device, page visited, and rage clicks (scenario 19).","1. Navigate to Recordings
2. Apply filter: page URL
3. Review results","Recordings filtered correctly. Count updates. Applied filters shown as tags. Clear filter works.","High","recordings,filter,segmentation","Session Recordings","Done","Functional","User is logged in to app.vwo.com"
"VWO-TC-1920","Test","Recording filter — case 20","Test filtering session recordings by duration, device, page visited, and rage clicks (scenario 20).","1. Navigate to Recordings
2. Apply filter: device
3. Review results","Recordings filtered correctly. Count updates. Applied filters shown as tags. Clear filter works.","Medium","recordings,filter,segmentation","Session Recordings","To Do","Functional","User is logged in to app.vwo.com"
"VWO-TC-1921","Test","Recording filter — case 21","Test filtering session recordings by duration, device, page visited, and rage clicks (scenario 21).","1. Navigate to Recordings
2. Apply filter: rage clicks
3. Review results","Recordings filtered correctly. Count updates. Applied filters shown as tags. Clear filter works.","Medium","recordings,filter,segmentation","Session Recordings","To Do","Functional","User is logged in to app.vwo.com"
"VWO-TC-1922","Test","Recording filter — case 22","Test filtering session recordings by duration, device, page visited, and rage clicks (scenario 22).","1. Navigate to Recordings
2. Apply filter: rage clicks
3. Review results","Recordings filtered correctly. Count updates. Applied filters shown as tags. Clear filter works.","Medium","recordings,filter,segmentation","Session Recordings","In Progress","Functional","User is logged in to app.vwo.com"
"VWO-TC-1923","Test","Recording filter — case 23","Test filtering session recordings by duration, device, page visited, and rage clicks (scenario 23).","1. Navigate to Recordings
2. Apply filter: dead clicks
3. Review results","Recordings filtered correctly. Count updates. Applied filters shown as tags. Clear filter works.","High","recordings,filter,segmentation","Session Recordings","Done","Functional","User is logged in to app.vwo.com"
"VWO-TC-1924","Test","Recording filter — case 24","Test filtering session recordings by duration, device, page visited, and rage clicks (scenario 24).","1. Navigate to Recordings
2. Apply filter: dead clicks
3. Review results","Recordings filtered correctly. Count updates. Applied filters shown as tags. Clear filter works.","Low","recordings,filter,segmentation","Session Recordings","Done","Functional","User is logged in to app.vwo.com"
"VWO-TC-1925","Test","Recording filter — case 25","Test filtering session recordings by duration, device, page visited, and rage clicks (scenario 25).","1. Navigate to Recordings
2. Apply filter: dead clicks
3. Review results","Recordings filtered correctly. Count updates. Applied filters shown as tags. Clear filter works.","High","recordings,filter,segmentation","Session Recordings","In Progress","Functional","User is logged in to app.vwo.com"
"VWO-TC-1926","Test","Recording filter — case 26","Test filtering session recordings by duration, device, page visited, and rage clicks (scenario 26).","1. Navigate to Recordings
2. Apply filter: rage clicks
3. Review results","Recordings filtered correctly. Count updates. Applied filters shown as tags. Clear filter works.","Medium","recordings,filter,segmentation","Session Recordings","Done","Functional","User is logged in to app.vwo.com"
"VWO-TC-1927","Test","Recording filter — case 27","Test filtering session recordings by duration, device, page visited, and rage clicks (scenario 27).","1. Navigate to Recordings
2. Apply filter: page URL
3. Review results","Recordings filtered correctly. Count updates. Applied filters shown as tags. Clear filter works.","Low","recordings,filter,segmentation","Session Recordings","In Progress","Functional","User is logged in to app.vwo.com"
"VWO-TC-1928","Test","Recording filter — case 28","Test filtering session recordings by duration, device, page visited, and rage clicks (scenario 28).","1. Navigate to Recordings
2. Apply filter: rage clicks
3. Review results","Recordings filtered correctly. Count updates. Applied filters shown as tags. Clear filter works.","Low","recordings,filter,segmentation","Session Recordings","Done","Functional","User is logged in to app.vwo.com"
"VWO-TC-1929","Test","Recording filter — case 29","Test filtering session recordings by duration, device, page visited, and rage clicks (scenario 29).","1. Navigate to Recordings
2. Apply filter: rage clicks
3. Review results","Recordings filtered correctly. Count updates. Applied filters shown as tags. Clear filter works.","High","recordings,filter,segmentation","Session Recordings","To Do","Functional","User is logged in to app.vwo.com"
"VWO-TC-1930","Test","Recording filter — case 30","Test filtering session recordings by duration, device, page visited, and rage clicks (scenario 30).","1. Navigate to Recordings
2. Apply filter: U-turns
3. Review results","Recordings filtered correctly. Count updates. Applied filters shown as tags. Clear filter works.","Medium","recordings,filter,segmentation","Session Recordings","To Do","Functional","User is logged in to app.vwo.com"
"VWO-TC-1931","Test","Recording filter — case 31","Test filtering session recordings by duration, device, page visited, and rage clicks (scenario 31).","1. Navigate to Recordings
2. Apply filter: U-turns
3. Review results","Recordings filtered correctly. Count updates. Applied filters shown as tags. Clear filter works.","High","recordings,filter,segmentation","Session Recordings","To Do","Functional","User is logged in to app.vwo.com"
"VWO-TC-1932","Test","Recording filter — case 32","Test filtering session recordings by duration, device, page visited, and rage clicks (scenario 32).","1. Navigate to Recordings
2. Apply filter: page URL
3. Review results","Recordings filtered correctly. Count updates. Applied filters shown as tags. Clear filter works.","Medium","recordings,filter,segmentation","Session Recordings","To Do","Functional","User is logged in to app.vwo.com"
